JournalNameInData,StandardJournalName,Publisher,ChiefEditor,PrintISSN,ElectronicISSN,ImpactFactor
MMWR. Morbidity and mortality weekly report,Molecular Biology of the Cell,"	
American Society for Cell Biology (United States)",David Drubin,1059-1524,1939-4586 ,3.512
Mol Biol Cell,Molecular Biology and Evolution,"	
Oxford University Press on behalf of the Society for Molecular Biology and Evolution",Sudhir Kumar,"	0737-4038",1537-1719,14.797
Mol Biol Evol,Molecular Biology International ,Hindawi,,,,
Mol Biol Int,Molecular Biology Reports,Springer,Jonathan Brody,0301-4851,1573-4978,2.107
Mol Biol Rep,Molecular Cancer,BMC,"Christophe Nicot, Kansas University Medical Center, USA",,1476-4598,
Mol Cancer,Molecular Cell,Cell Press,Brian Plosky,,1097-2765,14.548
Mol Cell,Molecular & Cellular Proteomics,American Society for Biochemistry and Molecular Biology (United States),Alma Burlingame,1535-9476,1535-9484,4.828
Mol Cell Proteomics,Molecules and Cells,"	
Korean Society for Molecular and Cellular Biology",Rho Hyun Seong,1016-8478,0219-1032,3.533
Mol Cells,Molecular Ecology,Wiley Online Library,Loren H. Rieseberg,0962-1083 ,1365-294X ,6.131
Mol Ecol,Molecular Ecology Resources,Wiley Online Library,Shawn Narum,,1755-0998,7.049
Mol Ecol Resour,Molecular Endocrinology,Oxford Academic,Donald B. DeFranco,0888-8809,1944-9917,3.993
Mol Endocrinol,Molecular Genetics & Genomic Medecine,Wiley Online Library,uzanne Hart,,2324-9269,2.448
Mol Genet Genomic Med,Molecular Human Reproduction,Oxford Academic,Keith Jones,,1460-2407,3.396
Mol Hum Reprod,Molecular Immunology,Elsevier,M.R. Daha,,0161-5890,3.064
Mol Immunol,Molecular Medicine Reports,Spandidos Publications,Demetrios A. Spandidos,1791-2997,1791-3004,1.851
Mol Med Rep,Molecular Metabolism,Elsevier,Stephan Herzig,,2212-8778,6.181
Mol Metab,Molecular Microbiology,Wiley-Blackwell,John D. Helmann,0950-382X,1365-2958,3.816
Mol Microbiol,Molecular Neurodegeneration,BioMed Central,"Guojun Bu, Huaxi Xu",,1750-1326,8.274
Mol Neurodegener,Molecular Oncology,John Wiley & Sons,"J. E. Celis, K. Ryan",1574-7891,1878-0261,5.962
Mol Oncol,Molecular Pharmaeutics,American Chemical Society,Lynne S. Taylor,1543-8384,1543-8392,4.396
Mol Pharm,Molecular Psychiatry,Nature Publishing Group,Julio Licino,1359-4184,1476-5578,11.973
Mol Psychiatry,Molecular Systems Biology,EMBO Press,M. Madan Babu,,1744-4292,9.8
Mol Syst Biol,Molecular Therapy: Methods & Clinical Development,Elsevier,,,2329-0501,3.757
Mol Ther Methods Clin Dev,Molecular Therapy: Nucleic Acids,Elsevier,,,2162-2531,6.018
Mol Ther Nucleic Acids,Molecular Therapy - Oncolytic,Elsevier,,,2372-7705,4.906
Mol Ther Oncolytics,Molecular Vision,Emory University,,,1090-0535,2.245
Mol Vis,Molecular Immunology,Pergamon Press,J. Villadangos,,0161-5890,3.286
Molecular Immunology,Molecules,MDPI,Derek J. McPhee,,1420-3049,3.06
Molecules,Monatshefte für Chemie,Springer,Peter Gärtner,0026-9247,1434-4475,1.35
Monatsh Chem,mSphere,American Society for Microbiology,Michael Imperiale,,2379-5042,
mSphere,mSystems,American Society for Microbiology,Jack A. Gilbert,,2379-5077,
mSystems,Mucosal Immunology,Nature Publishing Group,Brian Kesall,,,7.374
Mucosal Immunol,"Multiple Sclerosis Journal - Experimental, Translational, and Clinical ",SAGE Publishing,"Simon Broadley, Ruth Ann Marie, Mar Tintore",,2055-2173,
Mult Scler J Exp Transl Clin,Multidisciplinary Respiratory Medicine,PagePress Publications,Claudio M. Sanguinetti,1828-695X,2049-6958,
Multidiscip Respir Med,Mutagenesis,Oxford University Press,ShareenH. Doak,0267-8357,1464-3804,2.713
Mutagenesis,IMA Fungus,BioMed Central,David Hawksworth,,2210-6359,4.191
Mycology,Mycopathologia,Springer,Vishnu Chaturvedi,0301-486X,1573-0832,1.945
Mycopathologia,North American Journal of Medical Sciences,Medknow Publications,B. Fan,2250-1541,1947-2714,
N Am J Med Sci,New England Journal of Medicine,Massachusetts Medical Society,Eric Rubin,0028-4793,1533-4406,70.67
N Engl J Med,The New Zealand Medical Journal,New Zealand Medical Association,Frank Frizelle,0028-8446,1175-8716,
N Z Med J,Nanomaterials,MDPI,Shirley Chiang,,2079-4991,4.358
Nanomaterials (Basel),Nanoscale Research Letters,Springer,"Jiang Wu, Yu-Lun Cheuh",,1556-276X,3.411
Nanoscale Res Lett,"Nanotechnology, Science and Applications",Dovepress,Israel Rubinstein,,1177-8903,
Nanotechnol Sci Appl,Nanotheranostics,Ivyspring,Moritz F. Kircher,,2206-7418,
Nanotheranostics,Nature Biotechnology,Nature Publishing Group,Andrew Marshall,1087-0156,1546-1696,35.724
Nat Biotechnol,Nature Chemistry,Nature Publishing Group,Stuart Cantrill,1755-4330,1755-4349,23.193
Nat Chem,Nature Chemical Biology,Nature Publishing Group,Terry L. Sheppard,1552-4450,1552-4469,12.154
Nat Chem Biol,Nature Communications,Nature Research,Elisa de Ranieri,,2041-1723,11.88
Nat Commun,Nature Immunology,Nature Publishing Group,Jamie D. K. Wilson,1529-2908,1529-2916,21.809
Nat Immunol,Nature Medicine,Nature Publishing Group,Joao Monteiro,1078-8956,1546-170X,30.641
Nat Med,Nature Methods,Nature Publishing Group,Allison Doerr,1548-7091,1548-7105,28.467
Nat Methods,Nature Microbiology,Nature Publishing Group,Susan Jones,,2058-5276,14.3
Nat Microbiol,Nature Nanotechnology,Nature Publishing Group,Fabio Pulizzi,1748-3387,1748-3395,33.407
Nat Nanotechnol,Nature Reviews Microbiology,Nature Publishing Group,Ursula Hofer,1740-1534,1740-1534,31.851
Nat Rev Microbiol,Nature Structural & Molecular Biology,Nature Publishing Group,Inês Chen,1545-9993,1545-9985,12.595
Nat Struct Mol Biol,National Science Review,Oxford University Press,Chunli Bai,2095-5138,2053-714X,13.833
National Science Review,National Science Review,Oxford University Press,Chunli Bai,2095-5138,2053-714X,13.833
Natl Sci Rev,Nature,Nature Research,Magdelena Skipper,0028-0836,1476-4687,43.07
Nature,Nature Biotechnology,Nature Research,Andrew Marshall,1087-0156,1546-1696,35.724
Nature Biotechnology,Nature Ecology and Evolution,Nature Publishing Group,Patrick Goymer,,2397-334X,
Nature Ecology & Evolution,Nature Medicine,Nature Publishing Group,Joao Monteiro,1078-8956,1546-170X,30.641
Nature Medicine,Nature Microbiology,Nature Publishing Group,Susan Jones,,2058-5276,14.3
Nature Microbiology,Nature Reviews Cardiology,Nature Publishing Group,Gregory Lim,1759-5002,1759-5010,14.299
Nature Reviews Cardiology,Nature Reviews Drug Discovery,Nature Publishing Group,The Nature Research journals',        1474-1776,1474-1784,58.884
Nature Reviews Drug Discovery,Nature Reviews Microbiology,"        
Nature Publishing Group",Ursula Hofer,1740-1534,1740-1534,34.42
Nature Reviews Microbiology,Nature Reviews. Microbiology,  Nature Publishing Group,Ursula Hofer,1740-1534,1740-1534,34.42
Nature reviews. Microbiology,Naunyn-Scmiedebergs Archives Pharmacology,Springer,        Roland Seifert,0028-1298,1432-1912,2.191
Naunyn Schmiedebergs Arch Pharmacol,Neurobiology of Aging,"        
Elsevier",Peter R. Rapp,0197-4580,1558-1497,4.905
Neurobiol Aging,Neuropsychiatric Disease and Treatment,Dove Medical Press,Dr Roger M. Pinder,1176-6328,1178-2021,2.673
Neuropsychiatr Dis Treat,Neuroscience Bulletin,Springer,"Shu-Min DUAN, Ru-Rong JI",1673-7067,1995-8218,3.499
Neuroscience Bulletin,The New England Journal of Medicine,Massachusetts Medical Society (United States),        Eric Rubin,0028-4793,1533-4406,70.33
New England Journal of Medicine,New Microbes and New infections,Elsevier BV,Professor Michel Drancourt,20522975,20522975,
New Microbes New Infect,New Phytologist,Alistair M. Hetherington,Wiley-Blackwell ,0028-646X,1469-8137,8.34
New Phytol,New Scientist,Nature Publishing Group,Emily Wilson,"	0262-4079",        0262-4079,0.332
New Scientist,New Zealnd Veterinary Journal,Taylor and Francis,Sarah Fowler, 0048-0169,1176-0710,1.477
New Zealand Veterinary Journal,Nigerian Medical Journal,Wolters Kluwer,  Dr. Augustine V. Umoh,0300-1652,0300-1652,RG: 0.75
Niger Med J,Non-coding RNA,MDPI AG,Prof. Dr. Georges A A. Calin,not found,2311-553X,not found
Noncoding RNA,Non-coding RNA Research,KeAi Communications Co,Aamir Ahmad,2468-0540,2468-0540,not found
Noncoding RNA Res,,,,,,
Nota Técnica-SVS/SES-RJ,Nature Partner Journals Genomic Medicine, Nature Publishing Group,Stephen W. Scherer,20567944,20567944,4.422
NPJ Genom Med,Nature Partner Journals Systems Biology and Applications, Nature Publishing Group,Hiroaki Kitano,20567189,20567189,
NPJ Syst Biol Appl,Nature Partner Journals Vaccines ,Nature Publishing Group,Alan D.T. Barrett,2059-0105,2059-0105,5.02
NPJ Vaccines,Nucleic Acid Therapeutics,Mary Ann Liebert,"Bruce A. Sullenge,Annemieke Aartsma-Rus",2159-3337, 2159-3345 ,3.78
Nucleic Acid Ther,Nucleic Acids Research,"	Oxford University Press","Barry L. Stoddard, Keith R. Fox",0305-1048,1362-4962,10.73
Nucleic Acids Res,Nursing and Midwifery Studies,Kashan University of Medical Sciences (KAUMS),Negin Masoudi Alavi,2322-1488,2322-1674,not found
Nurs Midwifery Stud,Nursing for Women's Health,Elsevier,"Mary C. Brucker, PhD, CNM, FACNM, FAAN",2577-1450,2577-1450,RG: 0.72
Nursing for Women's Health,Nutrients,MDPI,Prof. Dr. Lluis Serra-Maje,2072-6643,2072-6643,4.81
Nutrients,Occupational Medicine,"	
Oxford University Press (United Kingdom)","	Steven Nimmo",0962-7480,0962-7480,1.625
Occupational Medicine,Oman Medical Journal,Oman Medical Specialty Board (Oman),"	Ibrahim Al-Zakwani",199-768X,2070-5204,1.28
Oman Med J,Onco Targets and Therapy,"	
Dove Medical Press",Faris Farassati,1178-6930,1178-6930,2.968
Onco Targets Ther,Oncogene,"	
Nature Publishing Group","George Miller
Justin Stebbing",0950-9232,1476-5594,6.429
Oncogene,Oncoimmunology,taylor and francis,"Lorenzo Galluzzi, Guido Kroeme,Laurence Zitvoge",2162-402X,2162-402X,5.333
Oncoimmunology,Oncology Letters,Spandidos Publications,Demetrios Spandidos,1792-1074,1792-1082,1.74
Oncol Lett,Oncology Reports,Springer,Arnold Ganser,0939-5555,1432-0584,2.811
Oncol Rep,Oncotarget,Impact Journals,"	Mikhail Blagosklonny, Andrei V. Gudkov",1949-2553,1949-2553,3.71
Oncotarget,onderstepoort journal of veterinary research,the Agricultural Research Council,Dr Misheck Mulumba,0030-2465,2219-0635,1.033
Onderstepoort J Vet Res,One health ,"	Elsevier BV"," Malcolm Jones, PhD, Aileen M. Marty, M.D., FCAP",2455-5673,2455-8931,
One Health,The Online Journal of Public Health Informatics,,"Edward Mensah, ",not found,19472579,not found
Online J Public Health Inform,Open Access Macedonian Journal of Medical Sciences," Scientific Foundation SPIROSKI, Skopje, Republic of Macedon",Prof. Dr. Mirko Zhivko Spiroski,not found,1857-9655,not found
Open Access Maced J Med Sci,The open AIDS journal,BENTHAM Open,Michael I. Bukrinsky,not found,1874-6136,RG: 1.50
Open AIDS J,The Open Biochemistry Journal,BENTHAM Open,"
Anna Capasso",not found,1874-091X ,RG: 0.13
Open Biochem J,Open Biology,"        
Royal Society (United Kingdom)","	Jonathon Pines",2046-2441,2046-2441,3.89
Open Biol,The Open Cardiovascular Medicine Journal,BENTHAM Open,Dimitri P. Mikhailidis,not found,1874-1924,RG: 0.55
Open Cardiovasc Med J,Open Forum Infectious Diseases,OXFORD academic,Paul E. Sax,not found,23288957,3.371
Open Forum Infect Dis,Open Forum Infectious Diseases,OXFORD academic,Paul E. Sax,not found,23288957,3.371
Open Forum Infectious Diseases,Open Medicine ,"        
	
John Willinsky (Canada)","	Anita Palepu",not found,"	1911-2092",not found
Open Med,Open Medicine ,Walter de Gruyter,not found,        1895-1058,1644-3640,0.484
Open Med (Wars),The Open Respiratory Medicine Journal,BENTHAM Open,Christian Domingo Ribas,not found,1874-3064 ,RG: 0.08
Open Respir Med J,Open Veterinary Journal,Faculty of Veterinary Medicine,Prof. Ibrahim Eldaghayes,2226-4485,2218-6050,RG:1.50
Open Vet J,The Open Virology Journal,BENTHAM Open,L. Andreoletti ,not found,1874-3579,RG: 0.25
Open Virol J,"
Ophthalmology and Therapy",springer,"Tariq Aslam, Terrence O’Brien",2193-8245,2193-6528,3
Ophthalmol Ther,Orphanet Journal of Rare Diseases  ,"	
BioMed Central",Francesc Palau,not found,"	1750-1172",3.687
Orphanet J Rare Dis,Orthopedic Surgery,Springer,Marius M. Scarlat,0341-2695,1432-5195,2.523
Orthop Surg,Osong Public Health and Research Perspectives,Elsevier,Hae-Wol Cho,2210-9099,2233-6052,1.38
Osong Public Health and Research Perspectives,Osong Public Health and Research Perspectives,Elsevier Korea LLC.,Hae-Wol Cho,2210-9099,2233-6052,1.38
Osong Public Health Res Perspect,Oxidative Medicine and Cellular Longevity,Hindawi,Jeannette Vasquez-Vivar,1942-0900,1942-0994 ,4.868
Oxid Med Cell Longev,Paediatrics and International Child Health,Taylor and Francis,Brian Coulter,2046-9047,2046-9055,
Paediatr Int Child Health,Pakistan Journal of Medical Sciences,"	PROFESSIONAL MEDICAL PUBLICATIONS, PANORAMA CENTRE, RM 522, 5TH FLOOR, BLDG 2, RAJA GHAZANFAR ALI RD, PO BOX 8766, SADDAR, PAKISTAN, KARACHI, 00000",Shaukat Ali Jawaid,1682024X, ,0.834
Pak J Med Sci,Pan African Medical Journal,Pan African Medical Journa,"Raoul Kamadjeu,Landry Tsague,",not found,19378688,not found
Pan Afr Med J,Parasites and Vectors,"	
BioMed Central","	Chris Arme",not found,"	1756-3305",3.035
Parasit Vectors,Parasite,        EDP Sciences (France),"	Jean-Lou Justine",1252-607X,1776-1042,2.38
Parasite,Parasite Immunology,WILEY-BLACKWELL PUBLISHING,Eleanor M. Riley and Richard K. Grencis,"1365-3024
",1365-3024,2.755
Parasite Immunol,,,,,,
Parasite.; 24:12,Parasitology Research,Springer ,"Una Ryan, Julia Walochnik",0932-0113,1432-1955,2.077
Parasitol Res,Particle and Fibre Toxicology,BioMed Central Ltd,Flemming R Cassee,not found,1743-8977,8.397
Part Fibre Toxicol,Pathobiology of Aging and Age-related Diseases,Taylor and Francis Ltd.,Dr. Warren Ladiges,"	2001-0001",2001-0001,1
Pathobiol Aging Age Relat Dis,Pathogens and Global Health,"	
Maney Publishing","	Andrea Crisanti","	2047-7724",2047-7732,1.969
Pathog Glob Health,Pathogens and Immunity,Case Western Reserve University,Michael M. Lederman MD,not found,2469-2964,3.02
Pathog Immun,Pathogens,MDPI AG,Prof. Lawrence S. Young, 2076-0817, 2076-0817,3.405
Pathogens,Pathogens and Disease,Oxford University Press,"Wilhelmina Huston, Alfredo Garzino-Demo, Jorn Coers","	2049-632X",2049-632X,
Pathogens and Disease,Patient Preference and Adherence,"	
Dove Medical Press","	Johnny Chen","	1177-889X","	1177-889X",1.491
Patient Prefer Adherence,"Pediatric Gastroenterology, Hepatology and Nutrition","Korean Society of Pediartic Gastroenterology, Hepatology and Nutrition",Ki Soo Kang,22348646,22348840,2.349
Pediatr Gastroenterol Hepatol Nutr,The Pediatric Infectious Disease Journal  ,Lippincott Williams & Wilkins,"John D. Nelson, George H. McCracken, Jr.","	0891-3668",1532-0987,2.723
Pediatr Infect Dis J,Pediatric Pulmonology,"	
John Wiley & Sons","	Thomas Murphy","	8755-6863",1099-0496,2.81
Pediatr Pulmonol,Pediatric Quality & Safety,Wolters Kluwer,"Richard J. Brilli, Richard E. McClead",not found,2472-0054,not found
Pediatr Qual Saf,Pediatric Radiology,Springer,"Peter J. Strouse, Øystein E. Olsen",0301-0449,1432-1998,1.807
Pediatr Radiol,Pediatric Reports,PAGEPress®,Maurizio Aricò,not found,2036-7503,RG: 0.50
Pediatr Rep,Pediatric Research  ,"	
Springer Nature","	Cynthia F. Bearer","	0031-3998",1530-0447,2.88
Pediatr Res,Pediatric Rheumatology Online Journal,Springer Nature,"Prof Alberto Martini, Prof Charles Spencer",1546-0096,1546-0096,2.84
Pediatr Rheumatol Online J,Pediatric Pulmonology,Wiley online Library,Thomas Murphy,8755-6863,1099-0496,2.81
Pediatric Pulmonology,Pediatric Reports. 2020;12(1),springer ,Mark A. Goldstein,not found,2167-4841,not found
Pediatric Reports. 2020;12(1),PeerJ,"	
PeerJ (O'Reilly and SAGE)[1]","	
Jason Hoyt
Peter Binfield","	2167-8359","	2167-8359",2.353
PeerJ,Perspectives in Public Health,"	SAGE Publications",Heather Hartwell,1757-9139,1757-9147,
Perspect Public Health,Pharmaceutical Biology  ,"	
Informa","	John M. Pezzuto","	1388-0209",1744-5116,1.241
Pharm Biol,Pharmacy Practice(Granada) ,Centro de Investigaciones y Publicaciones Farmaceuticas,Fernando Fernández-Llimos,1885-642X,1886-3655 ,not found
Pharm Pract (Granada),Pharmaceutical Research,springer,Peter W. Swaan,0724-8741,1573-904X,3.814
Pharm Res,Pharmaceuticals,MDPI AG,Dr. Jean Jacques Vanden Eynde,1424-8247,1424-8247,citescore: 3.80
Pharmaceuticals (Basel),The Pharmaceutical Journal,Royal Pharmaceutical Society (United Kingdom),Tony Scully,0031-6873,0031-6873,4.213
Pharmaceutics,Pharmacognosy Magazine,"	
Medknow Publications",Dr. Shivananda,"	0973-1296",0976-4062,1.159
Pharmacogn Mag,Pharmacognosy Reviews,"	
Phcog.net",Dr. Nagendra Chauhan,0973-7847,0976-2787,RG: 1.67
Pharmacogn Rev,Pharmacognosy Research,"	
Medknow Publications",Dr. Srisailam Keshetti,0976-4836,0974-8490,RG: 0.98
Pharmacognosy Res,Pharmacology Research & Perspectives,Wiley-Blackwell Publishing Ltd,Andrew J. Lawrence,20521707,20521707,not found
Pharmacol Res Perspect,Pharmacological Reviews,"        
American Society for Pharmacology and Experimental Therapeutics (United States)",David R. Sibley,"	0031-6997",1521-0081,17.099
Pharmacol Rev,Pharmalogical Research,Elsevier,E. Clementi,1043-6618,1096-1186,5.57
Pharmacological Research,,,,,,
Pharmgenomics Pers Med,Philosophical Transactions of the Royal Society B: Biological Sciences,Royal Society (United Kingdom),"	John Pickett","	0962-8436",1471-2970,6.139
Philos Trans R Soc Lond B Biol Sci,Photochemistry and Photobiology,Wiley-Blackwell on behalf of the American Society for Photobiology,"	Jean Cadet","	0031-8655",1751-1097,2.214
Photochem Photobiol,Physiological Reports,        Wiley-Blackwell on behalf of The Physiological Society and the American Physiological Society,Thomas R. Kleyman,2051-817X,2051-817X,1.33
Physiol Rep,Pilot and Feasibility Studies,BioMed Central Ltd.,"Gillian Lancaste, Lehana Thabane",20555784,20555784,1.76
Pilot Feasibility Stud,Plant Biotechnology Journal,Wiley-Blackwell,Henry Daniell,"	1467-7644",1467-7652,6.305
Plant Biotechnol J,The Plant Journal,"	Wiley-Blackwell",Lee Sweetlove,"	0960-7412",1365-313X,5.276
Plant J,Plant molecular biology,Springer,Motoaki Seki,0167-4412,1573-5028,4.076
Plant Mol Biol,Plant Pathology Journal,Springer,M. Garbelotto,1125-4653,2239-7264,
Plant Pathol J,,,,,,
Plasmonics,,,,,,
Plast Reconstr Surg Glob Open,,,,,,
PLoS Biol,PLOS Computational Biology,"        
Public Library of Science",Ruth Nussinov,1553-734X,1553-734X,4.428
PLoS Comput Biol,PLOS Currents,Public Library of Science (United States,,2157-3999,,
PLoS Curr,PLOS Genetics,"Public Library of Science
","Gregory S. Barsh, Gregory P. Copenhaver",1553-7390,,5.224 (2018)
PLoS Genet,PLOS Medicine,Public Library of Science,Clare Stone,1549-1277,,11.675 (2017)
PLoS Med,PLOS Neglected Tropical Diseases ,Public Library of Science,,1935-2727,,4.487 (2018)
PLoS Negl Trop Dis,PLOS One,Public Library of Science,Joerg Heber,        1932-6203,,2.776 (2018)
PLoS One,PLOS Pathogens ,Public Library of Science,Kasturi Haldar Grant McFadden,1553-7366 ,,6.158 (2017)
PLoS Pathog,,,,,,
Pneumonia (Nathan),Polymers,MDPI (Switzerland),Alexander Böker,2073-4360,,3.164 (2018)
Polymers (Basel),,,,,,
Population Health Management,,,,,,
Porcine Health Manag,,,,,,
Postępy Mikrobiologii,,,,,,
Poult Sci,,,,,,
PPAR Res,,,,,,
Pract Lab Med,,,,,,
Precision Clinical Medicine,Preventing Chronic Disease,CDC,"Leonard Jack, Jr, PhD, MSc",1545-1151,,2.038 (2018)
Prev Chronic Dis,Preventive Medicine Reports,,Prof. Dr. Eduardo L. Franco,2211-3355,,0.953
Prev Med Rep,,,,,,
Primate Biol,,,,,,
Prion,Proceedings. Biological sciences,,,0962-8452,,
Proc Biol Sci,"The Proceedings of the Japan Academy, Series B",The Japan Acedmy,Masanori OTSUKA,1349-2896,0386-2208,
Proc Jpn Acad Ser B Phys Biol Sci,Proceedings of the National Academy of Sciences of the United States of America,United States National Academy of Sciences,May Berenbaum,0027-8424,1091-6490,9.58 (2018)
Proc Natl Acad Sci U S A,,,,,,
Prog Lipid Res,,,,,,
Progress in Cardiovascular Diseases,Protein & Cell,Springer Science+Business Media,Zihe Rao,1674-800X,1674-8018,7.575 (2018)
Protein Cell,"Protein Engineering, Design and Selection",Oxford Academic,Roberto Chica,,,
Protein Eng Des Sel,Protein Science,iley-Blackwell,Brian W. Matthews,0961-8368 ,,2.735 (2012)
Protein Sci,,,,,,
Proteome Sci,,,,,,
Proteomes,,,,,,
Proteomics,,,,,,
Protoplasma,Psychiatry and Clinical Neurosciences,Wiley-Blackwell,"Shigenobu Kanba, Tadafumi Kato",1323-1316 ,,3.489 (2018)
Psychiatry and Clinical Neurosciences,Psychiatry Investigation,Korean Neuropsychiatric Association,,1738-3684,,
Psychiatry Investig,,,,,,
Psychiatry Research,,,,,,
Public Health,,,,,,
Public Health Ethics,,,,,,
Pulm Med,,,,,,
Pulmonology,,,,,,
Qatar Med J,,,,,,
QJM,,,,,,
R Soc Open Sci,,,,,,
Radiology,,,,,,
Rambam Maimonides Med J,,,,,,
Redox Biol,,,,,,
Reprod Biol Endocrinol,,,,,,
Res Integr Peer Rev,Research in Pharmaceutical Sciences,Medknow Publications,,1735-5362,1735-9414,0.71
Res Pharm Sci,Research and Reports in Tropical Medicine,Dove Medical Press,Dr. Rodriguez-Perez,,1179-7282,n/a
Res Rep Trop Med,Research in Veterinary Science,Elsevier,P. Pasquali,0034-5288,,1.751
Res Vet Sci,Journal - Washington Academy of Sciences,Washington Academy of Sciences,Sethanne Howard,0043-0439,,
Research (Wash D C),Research in Social and Administrative Pharmacy,Elsevier,Shane Desselle,1551-7411,1551-7412,2.719
Research in Social and Administrative Pharmacy,Respiratory Medicine,Clarivate Analytics,J. Virchow,0954-6111,0954-6112,3.237
Respir Med,Respiratory Medicine Case Reports,Elsevier,"Mit Chopra, Barbara P Yawn",2213-0071,2213-0072,n/a
Respir Med Case Rep,Respiratory Research ,Respiratory Research,"Robert Bals, Kelan Tantisira",1465-993X,1465-993X,3.829
Respir Res,Respirology Case Report,Asian Pacific Society of Respirology,Christopher Lai,,2051-3380,n/a
Respirol Case Rep,Respirology    ,Asian Pacific Society of Respirology,"Philip Bardin, Paul Reynolds",,1140-1843,4.756
Respirology,Retrovirology,Springer Nature,"Prof Johnson Mak, Prof Susan Ross",,1742-4690,3.744
Retrovirology,Rheumatology International,Springer    ,Armen Yuri Gasparyan,,1437-160X,2.2
Reumatologia,Revista Brasileira de Terapia Intensiva,n/a,n/a,0103-507X,1982-4335,n/a
Rev Bras Ter Intensiva,Revista Clinica Espanola,Revista Clinica Espanola,Javier Ena,,2254-8874,1.043
Rev Clin Esp,Revista Espanola De Quimioterapia,,,,,0.76
Rev Esp Quimioter,Revista do Instituto de Medicina Tropical de Sao Paulo,,Thelma Suely Okay,,1678-9946,
Rev Inst Med Trop Sao Paulo,Revista Latino-Americana de Enfermagem,University of Sao Paulo at Ribeirao Preto ,Regina Ap. Garcia de Lima,,1518-8345,
Rev Lat Am Enfermagem,Revue Medicale Suisse,Groupe Medecine & Hygiene,Bertrand Kiefer,,1660-9379,
Rev Med Suisse,Revista Panamericana de Salud Publica,World Health Organization,,,1020-4989,0.43
Rev Panam Salud Publica,Revista Paulista de Pediatria,Scielo,Ruth Guinsburg,0103-0582,1984-0462,
Rev Paul Pediatr,Revista de Saude Publica,Scielo,,,,
Rev Saude Publica,Reviews on Recent Clinical Trials,Bentham Science,Ludovico Abenavoli,1574-8871,1876-1038,0.95
Reviews on recent clinical trials,Revista Argentina de Microbiologia,Elsevier,Jose A. Di Conza,,0325-7541,1.157
Revista Argentina de Microbiología,Revista Peruana de investigacion En Salud,Peruvian Journal of Health Research,,,2616-6097,
Revista Peruana de Investigación en Salud,Risk Analysis,Society for Risk Analysis,"L. Anthony Cox, Jr.",,1539-6924,2.564
Risk Anal,Risk Management and Healthcare Policy,Dove Press Ltd,Dr. Kent Rondeau,,1179-1594,2.283
Risk Manag Healthc Policy,RNA Biology,Landes Bioscience,Renee Schroeder,1547-6288,1555-8584,5.477
RNA Biol,Safety and Health at Work,Elsevier,"Seong-Kyu Kang, Joe Chul Ko",,2093-7911,1.431
Saf Health Work,Sage Open Medical Case Reports,Sage Journals,Salil Bose,2050-313X,2050-313X,
SAGE Open Med Case Rep,Sahasra-J: Journal of Social Aspect of HIV/AIDS,International Standard Serial Numbers,,1729-0376,,0.619
SAHARA J,Saudi Journal of Biological Sciences,Elsevier,Abdullah S. Alhomida,1319-562X,,2.82
Saudi J Biol Sci,Saudi Journal of Medicine and Medical Sciences,Imam Abdulrahman Bin Faisal University,Prof. Abdulaziz A Al-Quorain,1658-631X,2321-4856,
Saudi J Med Med Sci,Saudi Medical Journal,Scholars Middle East Publishers,Fahdah Alokaily,0379-5284,1658-3175,0.588
Saudi Med J,Saudi Pharmaceutical Journal,Elsevier,Prof. Saleh Ibrahim Alqasoumi,1319-0164,,3.643
Saudi Pharm J,"Scandinavian Journal of Trauma, Resuscitation and Emergy Medicine",BioMed Central,,1757-7241,,2.556
Scand J Trauma Resusc Emerg Med,Scientific Reports,Scientific Reports,,,2045-2322,
Sccience,Science Advances,American Association for the Advancement of Sciences,Holden Thorp,,2375-2548,12.804
Sci Adv,Chinese Science Bulletin,Elsevier,Enge Wang,1001-6538,,6.277
Sci Bull (Beijing),Science China Life Sciences,Springer,Jiayang Li,1674-7305,1869-1889,3.583
Sci China Life Sci,Scientific Data,Nature Publishing Group,,2052-4463,2052-4463,5.305
Sci Data,Science and Engineering Ethics,Hybrid,"Dena Plemmons, Behnam Taebi",1353-3452,1471-5546,2.275
Sci Eng Ethics,Journal of Pharmaceutical Sciences,,Ronald T. Borchardt,0022-3549,,3.197
Sci Pharm,International Journal of Scientific Reports,Medip Academy,,2454-2156,2454-2164,
Sci Rep,Science Magazine,American Association for the Advancement of Science,Jeremy Berg,0036-8075,1095-9203,41.063
Science,New York Science Journal,Marsland Press,"Ma, Hongbao",1554-0200,2375-723X,
"Science (New York, N.Y.)",Science Direct,Elsevier,Enge Wang,2095-9273,,6.277
Science Bulletin,Science China Life Sciences,Science China Press,Jiayang Li,1674-7305,1869-1889,3.583
Science China Life Sciences,Science Magazine,American Association for the Advancement of Science,Jeremy Berg,0036-8075,1095-9203,41.063
Science Magazine,Scientifica,Hindawai Publishing Corporation,,2090908X,,1.51
Scientifica (Cairo),The Scientifc World Journal,Hindawai Publishing Corporation,None,2356-6140,1537-744X,1.219
ScientificWorldJournal,Seminars in Immunopathology,Springer Verlag,Jürg A. Schifferli,1863-2297,1863-2300,6.989
Semin Immunopathol,Sensors.,Basel,Vittorio M.N. Passaro,,1424-8220,3.031
