JournalNameInData,StandardJournalName,Publisher,ChiefEditor,PrintISSN,ElectronicISSN,ImpactFactor
Japanese Journal of Infectious Diseases,Japanese Journal of Infectious Diseases,national institute of infectious diseases,,1344-6304,1884-2836,1.004
JBI Database System Rev Implement Rep,JBI Database of Systematic Reviews and Implementation Reports,Joanna Briggs Institute,,,22024433,0.74
JFMS Open Rep,Journal of Feline Medicine and Surgery Open Reports,,,20551169,2055-1169,
JHEP Rep,JHEP Reports,Elsevier,Professor Jessica Zucman-Rossi,2589-5559,,
JMIR Med Educ,JMIR Medical Education,JMIR Publications Inc.,,,2369-3762,
JMIR Med Inform,JMIR Medical Informatics,JMIR Publications,Christian Lovis,,2291-9694,3.188
JMIR Mhealth Uhealth,JMIR mHealth and uHealth,JMIR,,2291-5222,,4.301
JMIR Public Health Surveill,JMIR Public Health and Surveillance,JMIR,Travis Sanchez,2369-2960,,
JMIR Res Protoc,JMIR Research Protocols,JMIR,,,1929-0748,
JMM Case Rep,JMM CASE REPORTS,Microbiology Society,,,2053-3721,1.72
Journal of Anxiety Disorders,Journal of Anxiety Disorders,Elsevier,Gordon J. G. Asmundson,,0887-6185,3.472
Journal of Autoimmunity,Journal of Autoimmunity,Elsevier,M.E. Gershwin, 0896-8411,,7.543
Journal of Cardiothoracic and Vascular Anesthesia,Journal of Cardiothoracic and Vascular Anesthesia,"W. B. Saunders Co., Ltd.",J. A. Kaplan,1053-0770,1532-8422,1.882
Journal of Clinical Medicine,Journal of Clinical Medicine,Clarivate Analytics,Prof. Dr. Emmanuel Andrès ,,2077-0383,5.688
Journal of clinical microbiology,Journal of clinical microbiology,"	",,,,
"American Society for Microbiology (United States)""",Alexander J. McAdam,0095-1137,1098-660X,4.959,FALSE,
Journal of Clinical Virology,Journal of Clinical Virology,Elsevier BV,"H.G.M. Niesters, B. Pinsky",1386-6532,,3.02
Journal of Epidemiology and Global Health,Journal of Epidemiology and Global Health,Elsevier BV,Ziad A. Memish,,,
"2210-6006""",2210-6014,,FALSE,,,
Journal of General Internal Medicine,,,,,,
Journal of Genetics and Genomics,,,,,,
Journal of Global Antimicrobial Resistance,,,,,,
Journal of Histotechnology,,,,,,
Journal of Hospital Infection,,,,,,
Journal of Immunology Research,,,,,,
Journal of Infection,,,,,,
Journal of Infection in Developing Countries,,,,,,
Journal of Infectious Diseases,,,,,,
Journal of Integrative Medicine,,,,,,
Journal of Korean Medical Science,,,,,,
Journal of Medical Systems,,,,,,
Journal of medical virology,,,,,,
Journal of Medicinal Chemistry,,,,,,
"Journal of Microbiology, Immunology and Infection",,,,,,
Journal of Nepal Medical Association,,,,,,
Journal of Neurology,,,,,,
Journal of Pharmaceutical Analysis,,,,,,
Journal of Public Health,,,,,,
Journal of Risk and Financial Management,,,,,,
Journal of Sport and Health Science,,,,,,
Journal of the American Academy of Dermatology,,,,,,
Journal of the American College of Emergency Physicians Open,,,,,,
Journal of the American College of Radiology : JACR,,,,,,
Journal of the Chinese Medical Association : JCMA,,,,,,
Journal of the Formosan Medical Association,,,,,,
Journal of the Pediatric Infectious Diseases Society,,,,,,
Journal of Thoracic Oncology,,,,,,
Journal of Thrombosis and Haemostasis,,,,,,
Journal of Translational Medicine,,,,,,
Journal of Travel Medicine,,,,,,
Journal of Virology,,,,,,
Journal of Zoology,,,,,,
JRSM Short Rep,,,,,,
Jundishapur J Microbiol,,,,,,
Jundishapur J Nat Pharm Prod,,,,,,
Juntendo Medical Journal,,,,,,
Kidney International,,,,,,
Kidney Res Clin Pract,,,,,,
Korean Circ J,,,,,,
Korean J Anesthesiol,,,,,,
Korean J Crit Care Med,,,,,,
Korean J Fam Med,,,,,,
Korean J Food Sci Anim Resour,,,,,,
Korean J Intern Med,,,,,,
Korean J Lab Med,,,,,,
Korean J Med Educ,,,,,,
Korean J Neurotrauma,,,,,,
Korean J Ophthalmol,,,,,,
Korean J Parasitol,,,,,,
Korean J Pediatr,,,,,,
Korean J Radiol,,,,,,
Korean J Thorac Cardiovasc Surg,,,,,,
Korean journal of radiology,,,,,,
Lab Anim Res,,,,,,
Lab Invest,,,,,,
Laeknabladid,,,,,,
Lancet,,,,,,
Lancet Glob Health,,,,,,
Lancet Infect Dis,,,,,,
Lancet Planet Health,,,,,,
Lancet Respir Med,,,,,,
Letters in applied microbiology,,,,,,
Leukemia,,,,,,
Life Sci Alliance,,,,,,
Life Sci Soc Policy,,,,,,
Life Sciences,,,,,,
Lipids Health Dis,,,,,,
Local Reg Anesth,,,,,,
Lung Cancer Int,,,,,,
Lung India,,,,,,
MAbs,,,,,,
Malar J,,,,,,
Mamm Genome,,,,,,
Mar Drugs,,,,,,
Mass Spectrom Rev,,,,,,
Materials (Basel),,,,,,
Mayo Clinic Proceedings,,,,,,
mBio,,,,,,
Mcgill J Med,,,,,,
Med Clin (Barc),,,,,,
Med Educ Online,,,,,,
Med Hist,,,,,,
Med J Aust,,,,,,
Med J Islam Repub Iran,,,,,,
Med Law Rev,,,,,,
Med Microbiol Immunol,,,,,,
Med Mycol Case Rep,,,,,,
Med Princ Pract,,,,,,
Med Sci (Basel),,,,,,
Med Sci Monit,,,,,,
Medchemcomm,,,,,,
MedEdPORTAL.; 12:10433,,,,,,
Mediators Inflamm,,,,,,
Medical Journal of Australia,,,,,,
Medicina (Kaunas),,,,,,
Medicinal Research Reviews,,,,,,
Medicine (Abingdon),,,,,,
Medicine (Baltimore),,,,,,
Medicines (Basel),,,,,,
Mediterr J Hematol Infect Dis,The Mediterranean Journal of Hematology and Infectious Diseases,"Mattioli 1885, Fidenza, Italy",Giuseppe Leone,,2035-3006,1.586
Mem Inst Oswaldo Cruz,Memórias do Instituto Oswaldo Cruz,,,0074-0276,1678-8060,
Mens Sana Monogr,Mens Sana Monographs, Medknow Publications (India),"Ajai R. Singh, M.D",0973-1229,1998-4014,
Mental Health Weekly,,,,,,
Meta Gene,Meta Gene,,"B. Bayram, PhD",,2214-5400,0.625
Metabolites,Metabolites,MDPI AG,Prof. Dr. Peter Meikle,,2218-1989,3.303
"Methods in molecular biology (Clifton, N.J.)","Methods in molecular biology (Clifton, N.J.)",Humana Press,John M. Walker,1940-6029,1064-3745,0.38
Methods Protoc,Methods and Protocols,MDPI ,Prof. Dr. Fernando Albericio ,, 2409-9279,
MethodsX,MethodsX,ELSEVIER,Solange Mussatto,,2215-0161,0.757
Microarrays (Basel),Microarrays,MDPI ,Ms. Aimee Ji,,2076-3905,
Microb Biotechnol,Microbial Biotechnology,SFAM,Kenneth N. Timmis,,1751-7915,4.857
Microb Cell Fact,Microbial Cell Factories,BMC,Prof Grzegorz Wegrzyn,,1475-2859,4.402
Microb Cell.; 4(10):311-330,,,,,,
Microb Cell.; 6(9):373-396,,,,,,
Microb Ecol,Microbial Ecology,Springer,Karen E. Nelson,0095-3628,1432-184X,3.611
Microb Genom,MICROBIAL GENOMICS,Microbiology Society,Professor Kathryn Holt,,2057-5858,5.52
Microbes and Infection,Microbes and Infection,Institut Pasteur,David M. Ojcius,,1286-4579,2.669
Microbes Environ,Microbes and Environments,M&E Digest,Ken Takai,1342-6311,1347-4405,2.575
Microbial Biotechnology,Microbial Biotechnology,SFAM,Kenneth N. Timmis,,1751-7915,4.857
Microbiol Immunol,Microbiology and Immunology,Wiley Online Library,"Yutaka Terao, Makoto Takeda and Kazuyoshi Kawakami",,1348-0421,1.442
Microbiol Insights,Microbiology Insights,SAGE Journals,Professor Brenda Anne Wilson,,1178-6361,4.2
Microbiol Resour Announc,Microbiology Resource Announcements,,Irene L G Newton,,2576-098X,
Microbiology,,,,,,
Microbiology and Immunology,Microbiology and Immunology,Wiley Online Library,"Yutaka Terao, Makoto Takeda and Kazuyoshi Kawakami",,1348-0421,1.442
Microbiologyopen,MicrobiologyOpen,Wiley Online Library,,,2045-8827,2.738
Microbiome,Microbiome,BMC,Jacques Ravel ,,,
"Elizabeth Wellington""",,2049-2618,,FALSE,,
Micromachines (Basel),Micromachines,MDPI ,Prof. Dr. Nam-Trung Nguyen,,2072-666X,2.426
Microorganisms,Microorganisms,MDPI ,Prof. Dr. Martin Von Bergen,, 2076-2607,4.167
Midwifery,Midwifery,ELSEVIER,Professor Debra Bick,,0266-6138,2.048
Mikrochim Acta,Microchimica Acta,Springer,Alberto Escarpa Mamas I. Prodromidis,0026-3672,1436-5073,5.479
Mil Med Res,Military Medical Research,BMC,Xiao-Bing Fu,,2054-9369,1.51
Military Medical Research,Military Medical Research,BMC,Xiao-Bing Fu,,2054-9369,1.51
MMW - Fortschritte der Medizin,MMW Fortschritte der Medizin,Springer,"Prof. Dr. med. J. Bogner, Munich",1438-3276,,0.03
MMWR,Morbidity and Mortality Weekly Report,Centers for Disease Control and Prevention (United States),Charlotte Kent,0149-2195,1545-861X ,
MMWR and Morbidity and Mortality Weekly Report,Morbidity and Mortality Weekly Report,Centers for Disease Control and Prevention (United States),Charlotte Kent,0149-2195,1545-861X ,
MMWR Morb Mortal Wkly Rep,Morbidity and Mortality Weekly Report,Centers for Disease Control and Prevention (United States),Charlotte Kent,0149-2195,1545-861X ,
MMWR. Morbidity and mortality weekly report,Morbidity and Mortality Weekly Report,Centers for Disease Control and Prevention (United States),Charlotte Kent,0149-2195,1545-861X ,
Mol Biol Cell,Molecular Biology of the Cell,"	",,,,
"American Society for Cell Biology (United States)""",David Drubin,1059-1524,1939-4586 ,3.512,FALSE,
Mol Biol Evol,Molecular Biology and Evolution,"	",,,,
"Oxford University Press on behalf of the Society for Molecular Biology and Evolution""",Sudhir Kumar,"	0737-4038",1537-1719,14.797,FALSE,
Mol Biol Int,Molecular Biology International ,Hindawi,,,,
Mol Biol Rep,Molecular Biology Reports,Springer,Jonathan Brody,0301-4851,1573-4978,2.107
Mol Cancer,Molecular Cancer,BMC,"Christophe Nicot, Kansas University Medical Center, USA",,1476-4598,
Mol Cell,Molecular Cell,Cell Press,Brian Plosky,,1097-2765,14.548
Mol Cell Proteomics,Molecular & Cellular Proteomics,American Society for Biochemistry and Molecular Biology (United States),Alma Burlingame,1535-9476,1535-9484,4.828
Mol Cells,Molecules and Cells,"	",,,,
"Korean Society for Molecular and Cellular Biology""",Rho Hyun Seong,1016-8478,0219-1032,3.533,FALSE,
Mol Ecol,Molecular Ecology,Wiley Online Library,Loren H. Rieseberg,0962-1083 ,1365-294X ,6.131
Mol Ecol Resour,Molecular Ecology Resources,Wiley Online Library,Shawn Narum,,1755-0998,7.049
Mol Endocrinol,Molecular Endocrinology,Oxford Academic,Donald B. DeFranco,0888-8809,1944-9917,3.993
Mol Genet Genomic Med,Molecular Genetics & Genomic Medecine,Wiley Online Library,uzanne Hart,,2324-9269,2.448
Mol Hum Reprod,Molecular Human Reproduction,Oxford Academic,Keith Jones,,1460-2407,3.396
Mol Immunol,Molecular Immunology,Elsevier,M.R. Daha,,0161-5890,3.064
Mol Med Rep,Molecular Medicine Reports,Spandidos Publications,Demetrios A. Spandidos,1791-2997,1791-3004,1.851
Mol Metab,Molecular Metabolism,Elsevier,Stephan Herzig,,2212-8778,6.181
Mol Microbiol,Molecular Microbiology,Wiley-Blackwell,John D. Helmann,0950-382X,1365-2958,3.816
Mol Neurodegener,Molecular Neurodegeneration,BioMed Central,"Guojun Bu, Huaxi Xu",,1750-1326,8.274
Mol Oncol,Molecular Oncology,John Wiley & Sons,"J. E. Celis, K. Ryan",1574-7891,1878-0261,5.962
Mol Pharm,Molecular Pharmaeutics,American Chemical Society,Lynne S. Taylor,1543-8384,1543-8392,4.396
Mol Psychiatry,Molecular Psychiatry,Nature Publishing Group,Julio Licino,1359-4184,1476-5578,11.973
Mol Syst Biol,Molecular Systems Biology,EMBO Press,M. Madan Babu,,1744-4292,9.8
Mol Ther Methods Clin Dev,Molecular Therapy: Methods & Clinical Development,Elsevier,,,2329-0501,3.757
Mol Ther Nucleic Acids,Molecular Therapy: Nucleic Acids,Elsevier,,,2162-2531,6.018
Mol Ther Oncolytics,Molecular Therapy - Oncolytic,Elsevier,,,2372-7705,4.906
Mol Vis,Molecular Vision,Emory University,,,1090-0535,2.245
Molecular Immunology,Molecular Immunology,Pergamon Press,J. Villadangos,,0161-5890,3.286
Molecules,Molecules,MDPI,Derek J. McPhee,,1420-3049,3.06
Monatsh Chem,Monatshefte für Chemie,Springer,Peter Gärtner,0026-9247,1434-4475,1.35
mSphere,mSphere,American Society for Microbiology,Michael Imperiale,,2379-5042,
mSystems,mSystems,American Society for Microbiology,Jack A. Gilbert,,2379-5077,
Mucosal Immunol,Mucosal Immunology,Nature Publishing Group,Brian Kesall,,,7.374
Mult Scler J Exp Transl Clin,"Multiple Sclerosis Journal - Experimental, Translational, and Clinical ",SAGE Publishing,"Simon Broadley, Ruth Ann Marie, Mar Tintore",,2055-2173,
Multidiscip Respir Med,Multidisciplinary Respiratory Medicine,PagePress Publications,Claudio M. Sanguinetti,1828-695X,2049-6958,
Mutagenesis,Mutagenesis,Oxford University Press,ShareenH. Doak,0267-8357,1464-3804,2.713
Mycology,IMA Fungus,BioMed Central,David Hawksworth,,2210-6359,4.191
Mycopathologia,Mycopathologia,Springer,Vishnu Chaturvedi,0301-486X,1573-0832,1.945
N Am J Med Sci,North American Journal of Medical Sciences,Medknow Publications,B. Fan,2250-1541,1947-2714,
N Engl J Med,New England Journal of Medicine,Massachusetts Medical Society,Eric Rubin,0028-4793,1533-4406,70.67
N Z Med J,The New Zealand Medical Journal,New Zealand Medical Association,Frank Frizelle,0028-8446,1175-8716,
Nanomaterials (Basel),Nanomaterials,MDPI,Shirley Chiang,,2079-4991,4.358
Nanoscale Res Lett,Nanoscale Research Letters,Springer,"Jiang Wu, Yu-Lun Cheuh",,1556-276X,3.411
Nanotechnol Sci Appl,"Nanotechnology, Science and Applications",Dovepress,Israel Rubinstein,,1177-8903,
Nanotheranostics,Nanotheranostics,Ivyspring,Moritz F. Kircher,,2206-7418,
Nat Biotechnol,Nature Biotechnology,Nature Publishing Group,Andrew Marshall,1087-0156,1546-1696,35.724
Nat Chem,Nature Chemistry,Nature Publishing Group,Stuart Cantrill,1755-4330,1755-4349,23.193
Nat Chem Biol,Nature Chemical Biology,Nature Publishing Group,Terry L. Sheppard,1552-4450,1552-4469,12.154
Nat Commun,Nature Communications,Nature Research,Elisa de Ranieri,,2041-1723,11.88
Nat Immunol,Nature Immunology,Nature Publishing Group,Jamie D. K. Wilson,1529-2908,1529-2916,21.809
Nat Med,Nature Medicine,Nature Publishing Group,Joao Monteiro,1078-8956,1546-170X,30.641
Nat Methods,Nature Methods,Nature Publishing Group,Allison Doerr,1548-7091,1548-7105,28.467
Nat Microbiol,Nature Microbiology,Nature Publishing Group,Susan Jones,,2058-5276,14.3
Nat Nanotechnol,Nature Nanotechnology,Nature Publishing Group,Fabio Pulizzi,1748-3387,1748-3395,33.407
Nat Rev Microbiol,Nature Reviews Microbiology,Nature Publishing Group,Ursula Hofer,1740-1534,1740-1534,31.851
Nat Struct Mol Biol,Nature Structural & Molecular Biology,Nature Publishing Group,Inês Chen,1545-9993,1545-9985,12.595
National Science Review,National Science Review,Oxford University Press,Chunli Bai,2095-5138,2053-714X,13.833
Natl Sci Rev,National Science Review,Oxford University Press,Chunli Bai,2095-5138,2053-714X,13.833
Nature,Nature,Nature Research,Magdelena Skipper,0028-0836,1476-4687,43.07
Nature Biotechnology,Nature Biotechnology,Nature Research,Andrew Marshall,1087-0156,1546-1696,35.724
Nature Ecology & Evolution,Nature Ecology and Evolution,Nature Publishing Group,Patrick Goymer,,2397-334X,
Nature Medicine,Nature Medicine,Nature Publishing Group,Joao Monteiro,1078-8956,1546-170X,30.641
Nature Microbiology,Nature Microbiology,Nature Publishing Group,Susan Jones,,2058-5276,14.3
Nature Reviews Cardiology,Nature Reviews Cardiology,Nature Publishing Group,Gregory Lim,1759-5002,1759-5010,14.299
Nature Reviews Drug Discovery,Nature Reviews Drug Discovery,Nature Publishing Group,The Nature Research journals',        1474-1776,1474-1784,58.884
Nature Reviews Microbiology,Nature Reviews Microbiology,        ,,,,
"Nature Publishing Group""",Ursula Hofer,1740-1534,1740-1534,34.42,FALSE,
Nature reviews. Microbiology,Nature Reviews. Microbiology,  Nature Publishing Group,Ursula Hofer,1740-1534,1740-1534,34.42
Naunyn Schmiedebergs Arch Pharmacol,Naunyn-Scmiedebergs Archives Pharmacology,Springer,        Roland Seifert,0028-1298,1432-1912,2.191
Neurobiol Aging,Neurobiology of Aging,        ,,,,
"Elsevier""",Peter R. Rapp,0197-4580,1558-1497,4.905,FALSE,
Neuropsychiatr Dis Treat,Neuropsychiatric Disease and Treatment,Dove Medical Press,Dr Roger M. Pinder,1176-6328,1178-2021,2.673
Neuroscience Bulletin,Neuroscience Bulletin,Springer,"Shu-Min DUAN, Ru-Rong JI",1673-7067,1995-8218,3.499
New England Journal of Medicine,The New England Journal of Medicine,Massachusetts Medical Society (United States),        Eric Rubin,0028-4793,1533-4406,70.33
New Microbes New Infect,New Microbes and New infections,Elsevier BV,Professor Michel Drancourt,20522975,20522975,
New Phytol,New Phytologist,Alistair M. Hetherington,Wiley-Blackwell ,0028-646X,1469-8137,8.34
New Scientist,New Scientist,Nature Publishing Group,Emily Wilson,"	0262-4079",        0262-4079,0.332
New Zealand Veterinary Journal,New Zealnd Veterinary Journal,Taylor and Francis,Sarah Fowler, 0048-0169,1176-0710,1.477
Niger Med J,Nigerian Medical Journal,Wolters Kluwer,  Dr. Augustine V. Umoh,0300-1652,0300-1652,0.75
Noncoding RNA,Non-coding RNA,MDPI AG,Prof. Dr. Georges A A. Calin,not found,2311-553X,
Noncoding RNA Res,Non-coding RNA Research,KeAi Communications Co,Aamir Ahmad,2468-0540,2468-0540,
Nota Técnica-SVS/SES-RJ,,,,,,
NPJ Genom Med,Nature Partner Journals Genomic Medicine, Nature Publishing Group,Stephen W. Scherer,20567944,20567944,4.422
NPJ Syst Biol Appl,Nature Partner Journals Systems Biology and Applications, Nature Publishing Group,Hiroaki Kitano,20567189,20567189,
NPJ Vaccines,Nature Partner Journals Vaccines ,Nature Publishing Group,Alan D.T. Barrett,2059-0105,2059-0105,5.02
Nucleic Acid Ther,Nucleic Acid Therapeutics,Mary Ann Liebert,"Bruce A. Sullenge,Annemieke Aartsma-Rus",2159-3337, 2159-3345 ,3.78
Nucleic Acids Res,Nucleic Acids Research,"	Oxford University Press","Barry L. Stoddard, Keith R. Fox",0305-1048,1362-4962,10.73
Nurs Midwifery Stud,Nursing and Midwifery Studies,Kashan University of Medical Sciences (KAUMS),Negin Masoudi Alavi,2322-1488,2322-1674,
Nursing for Women's Health,Nursing for Women's Health,Elsevier,"Mary C. Brucker, PhD, CNM, FACNM, FAAN",2577-1450,2577-1450,0.72
Nutrients,Nutrients,MDPI,Prof. Dr. Lluis Serra-Maje,2072-6643,2072-6643,4.81
Occupational Medicine,Occupational Medicine,"	",,,,
"Oxford University Press (United Kingdom)""","	Steven Nimmo",0962-7480,0962-7480,1.625,FALSE,
Oman Med J,Oman Medical Journal,Oman Medical Specialty Board (Oman),"	Ibrahim Al-Zakwani",199-768X,2070-5204,1.28
Onco Targets Ther,Onco Targets and Therapy,"	",,,,
"Dove Medical Press""",Faris Farassati,1178-6930,1178-6930,2.968,FALSE,
Oncogene,Oncogene,"	",,,,
"Nature Publishing Group""",George Miller,,,,,
"Justin Stebbing""",0950-9232,1476-5594,6.429,FALSE,,
Oncoimmunology,Oncoimmunology,taylor and francis,"Lorenzo Galluzzi, Guido Kroeme,Laurence Zitvoge",2162-402X,2162-402X,5.333
Oncol Lett,Oncology Letters,Spandidos Publications,Demetrios Spandidos,1792-1074,1792-1082,1.74
Oncol Rep,Oncology Reports,Springer,Arnold Ganser,0939-5555,1432-0584,2.811
Oncotarget,Oncotarget,Impact Journals,"	Mikhail Blagosklonny, Andrei V. Gudkov",1949-2553,1949-2553,3.71
Onderstepoort J Vet Res,onderstepoort journal of veterinary research,the Agricultural Research Council,Dr Misheck Mulumba,0030-2465,2219-0635,1.033
One Health,One health ,"	Elsevier BV"," Malcolm Jones, PhD, Aileen M. Marty, M.D., FCAP",2455-5673,2455-8931,
Online J Public Health Inform,The Online Journal of Public Health Informatics,,"Edward Mensah, ",not found,19472579,
Open Access Maced J Med Sci,Open Access Macedonian Journal of Medical Sciences," Scientific Foundation SPIROSKI, Skopje, Republic of Macedon",Prof. Dr. Mirko Zhivko Spiroski,not found,1857-9655,
Open AIDS J,The open AIDS journal,BENTHAM Open,Michael I. Bukrinsky,not found,1874-6136,1.5
Open Biochem J,The Open Biochemistry Journal,BENTHAM Open,,,,
"Anna Capasso""",not found,1874-091X ,0.13,FALSE,,
Open Biol,Open Biology,        ,,,,
"Royal Society (United Kingdom)""","	Jonathon Pines",2046-2441,2046-2441,3.89,FALSE,
Open Cardiovasc Med J,The Open Cardiovascular Medicine Journal,BENTHAM Open,Dimitri P. Mikhailidis,not found,1874-1924,0.55
Open Forum Infect Dis,Open Forum Infectious Diseases,OXFORD academic,Paul E. Sax,not found,23288957,3.371
Open Forum Infectious Diseases,Open Forum Infectious Diseases,OXFORD academic,Paul E. Sax,not found,23288957,3.371
Open Med,Open Medicine ,        ,,,,
"	",,,,,,
"John Willinsky (Canada)""","	Anita Palepu",not found,"	1911-2092",,FALSE,
Open Med (Wars),Open Medicine ,Walter de Gruyter,not found,        1895-1058,1644-3640,0.484
Open Respir Med J,The Open Respiratory Medicine Journal,BENTHAM Open,Christian Domingo Ribas,not found,1874-3064 ,0.08
Open Vet J,Open Veterinary Journal,Faculty of Veterinary Medicine,Prof. Ibrahim Eldaghayes,2226-4485,2218-6050,1.5
Open Virol J,The Open Virology Journal,BENTHAM Open,L. Andreoletti ,not found,1874-3579,0.25
Ophthalmol Ther,,,,,,
"Ophthalmology and Therapy""",springer,"Tariq Aslam, Terrence O’Brien",2193-8245,2193-6528,3,
Orphanet J Rare Dis,Orphanet Journal of Rare Diseases  ,"	",,,,
"BioMed Central""",Francesc Palau,not found,"	1750-1172",3.687,FALSE,
Orthop Surg,Orthopedic Surgery,Springer,Marius M. Scarlat,0341-2695,1432-5195,2.523
Osong Public Health and Research Perspectives,Osong Public Health and Research Perspectives,Elsevier,Hae-Wol Cho,2210-9099,2233-6052,1.38
Osong Public Health Res Perspect,Osong Public Health and Research Perspectives,Elsevier Korea LLC.,Hae-Wol Cho,2210-9099,2233-6052,1.38
Oxid Med Cell Longev,Oxidative Medicine and Cellular Longevity,Hindawi,Jeannette Vasquez-Vivar,1942-0900,1942-0994 ,4.868
Paediatr Int Child Health,Paediatrics and International Child Health,Taylor and Francis,Brian Coulter,2046-9047,2046-9055,
Pak J Med Sci,Pakistan Journal of Medical Sciences,"	PROFESSIONAL MEDICAL PUBLICATIONS, PANORAMA CENTRE, RM 522, 5TH FLOOR, BLDG 2, RAJA GHAZANFAR ALI RD, PO BOX 8766, SADDAR, PAKISTAN, KARACHI, 00000",Shaukat Ali Jawaid,1682024X, ,0.834
Pan Afr Med J,Pan African Medical Journal,Pan African Medical Journa,"Raoul Kamadjeu,Landry Tsague,",not found,19378688,
Parasit Vectors,Parasites and Vectors,"	",,,,
"BioMed Central""","	Chris Arme",not found,"	1756-3305",3.035,FALSE,
Parasite,Parasite,        EDP Sciences (France),"	Jean-Lou Justine",1252-607X,1776-1042,2.38
Parasite Immunol,Parasite Immunology,WILEY-BLACKWELL PUBLISHING,Eleanor M. Riley and Richard K. Grencis,1365-3024,,
",1365-3024,2.755,FALSE",,,,,,
Parasite.; 24:12,,,,,,
Parasitol Res,Parasitology Research,Springer ,"Una Ryan, Julia Walochnik",0932-0113,1432-1955,2.077
Part Fibre Toxicol,Particle and Fibre Toxicology,BioMed Central Ltd,Flemming R Cassee,not found,1743-8977,8.397
Pathobiol Aging Age Relat Dis,Pathobiology of Aging and Age-related Diseases,Taylor and Francis Ltd.,Dr. Warren Ladiges,"	2001-0001",2001-0001,1
Pathog Glob Health,Pathogens and Global Health,"	",,,,
"Maney Publishing""","	Andrea Crisanti","	2047-7724",2047-7732,1.969,FALSE,
Pathog Immun,Pathogens and Immunity,Case Western Reserve University,Michael M. Lederman MD,not found,2469-2964,3.02
Pathogens,Pathogens,MDPI AG,Prof. Lawrence S. Young, 2076-0817, 2076-0817,3.405
Pathogens and Disease,Pathogens and Disease,Oxford University Press,"Wilhelmina Huston, Alfredo Garzino-Demo, Jorn Coers","	2049-632X",2049-632X,
Patient Prefer Adherence,Patient Preference and Adherence,"	",,,,
"Dove Medical Press""","	Johnny Chen","	1177-889X","	1177-889X",1.491,FALSE,
Pediatr Gastroenterol Hepatol Nutr,"Pediatric Gastroenterology, Hepatology and Nutrition","Korean Society of Pediartic Gastroenterology, Hepatology and Nutrition",Ki Soo Kang,22348646,22348840,2.349
Pediatr Infect Dis J,The Pediatric Infectious Disease Journal  ,Lippincott Williams & Wilkins,"John D. Nelson, George H. McCracken, Jr.","	0891-3668",1532-0987,2.723
Pediatr Pulmonol,Pediatric Pulmonology,"	",,,,
"John Wiley & Sons""","	Thomas Murphy","	8755-6863",1099-0496,2.81,FALSE,
Pediatr Qual Saf,Pediatric Quality & Safety,Wolters Kluwer,"Richard J. Brilli, Richard E. McClead",not found,2472-0054,
Pediatr Radiol,Pediatric Radiology,Springer,"Peter J. Strouse, Øystein E. Olsen",0301-0449,1432-1998,1.807
Pediatr Rep,Pediatric Reports,PAGEPress®,Maurizio Aricò,not found,2036-7503,0.5
Pediatr Res,Pediatric Research  ,"	",,,,
"Springer Nature""","	Cynthia F. Bearer","	0031-3998",1530-0447,2.88,FALSE,
Pediatr Rheumatol Online J,Pediatric Rheumatology Online Journal,Springer Nature,"Prof Alberto Martini, Prof Charles Spencer",1546-0096,1546-0096,2.84
Pediatric Pulmonology,Pediatric Pulmonology,Wiley online Library,Thomas Murphy,8755-6863,1099-0496,2.81
Pediatric Reports. 2020;12(1),Pediatric Reports. 2020;12(1),springer ,Mark A. Goldstein,not found,2167-4841,
PeerJ,PeerJ,"	",,,,
"PeerJ (O'Reilly and SAGE)[1]""","	",,,,,
Jason Hoyt,,,,,,
"Peter Binfield""","	2167-8359","	2167-8359",2.353,FALSE,,
Perspect Public Health,Perspectives in Public Health,"	SAGE Publications",Heather Hartwell,1757-9139,1757-9147,
Pharm Biol,Pharmaceutical Biology  ,"	",,,,
"Informa""","	John M. Pezzuto","	1388-0209",1744-5116,1.241,FALSE,
Pharm Pract (Granada),Pharmacy Practice(Granada) ,Centro de Investigaciones y Publicaciones Farmaceuticas,Fernando Fernández-Llimos,1885-642X,1886-3655 ,
Pharm Res,Pharmaceutical Research,springer,Peter W. Swaan,0724-8741,1573-904X,3.814
Pharmaceuticals (Basel),Pharmaceuticals,MDPI AG,Dr. Jean Jacques Vanden Eynde,1424-8247,1424-8247,3.8
Pharmaceutics,The Pharmaceutical Journal,Royal Pharmaceutical Society (United Kingdom),Tony Scully,0031-6873,0031-6873,4.213
Pharmacogn Mag,Pharmacognosy Magazine,"	",,,,
"Medknow Publications""",Dr. Shivananda,"	0973-1296",0976-4062,1.159,FALSE,
Pharmacogn Rev,Pharmacognosy Reviews,"	",,,,
"Phcog.net""",Dr. Nagendra Chauhan,0973-7847,0976-2787,1.67,FALSE,
Pharmacognosy Res,Pharmacognosy Research,"	",,,,
"Medknow Publications""",Dr. Srisailam Keshetti,0976-4836,0974-8490,0.98,FALSE,
Pharmacol Res Perspect,Pharmacology Research & Perspectives,Wiley-Blackwell Publishing Ltd,Andrew J. Lawrence,20521707,20521707,
Pharmacol Rev,Pharmacological Reviews,        ,,,,
"American Society for Pharmacology and Experimental Therapeutics (United States)""",David R. Sibley,"	0031-6997",1521-0081,17.099,FALSE,
Pharmacological Research,Pharmalogical Research,Elsevier,E. Clementi,1043-6618,1096-1186,5.57
Pharmgenomics Pers Med,,,,,,
